gu_name,dong_name,intro
중구,산림동,"산림동은 서울 중구 을지로와 청계천 주변에 위치한 법정동이다. 공구, 금속, 조명 등 도심 제조·유통 업종이 분포하고 을지로 상권과 연결된다. 오래된 산업 기반과 소규모 상업시설이 함께 남아 있는 지역이다."
중구,삼각동,"삼각동은 서울 중구 명동과 을지로입구역 사이 도심에 위치한 법정동이다. 오피스, 상업시설, 음식점이 밀집하고 청계천과 명동 상권 접근성이 좋다. 업무와 쇼핑, 관광 기능이 교차하는 서울 중심부의 소규모 지역이다."
중구,소공동,"소공동은 서울 중구 시청과 남대문로 일대에 위치한 법정동이다. 서울시청, 덕수궁, 롯데백화점 본점, 주요 호텔과 업무시설이 가까워 행정·상업·관광 기능이 집중된 도심 핵심 지역으로 평가된다."
중구,수표동,"수표동은 서울 중구 청계천과 을지로3가역 인근에 위치한 법정동이다. 주변에는 오피스와 음식점, 인쇄·상업 관련 시설이 분포하며, 을지로와 종로를 잇는 도심 입지로 직장인 중심의 생활상권이 형성되어 있다."
중구,수하동,"수하동은 서울 중구 을지로입구역과 청계천 사이에 위치한 도심 법정동이다. 대형 오피스와 금융·업무시설, 음식점이 밀집해 있으며, 명동과 무교동 상권을 연결하는 위치에 있어 상업·업무 기능이 강하다."
중구,순화동,"순화동은 서울 중구 서소문과 서울역 사이에 위치한 법정동이다. 경찰청, 업무시설, 학교와 주거시설이 인접하고 시청·서울역 접근성이 좋다. 도심 업무지구의 배후이면서 주거와 행정 기능이 함께 나타나는 지역이다."
중구,신당동,"신당동은 서울 중구 동부에 위치한 법정동으로, 신당역과 청구역, 동대문역사문화공원역 일대와 가깝다. 신당동 떡볶이타운과 전통시장, 생활상권이 알려져 있으며 주거지와 상업지가 복합적으로 분포한다."
중구,쌍림동,"쌍림동은 서울 중구 장충동과 을지로 사이에 위치한 법정동이다. 동대문역사문화공원, 장충체육관, 충무로 방면과 가까우며, 인쇄·상업시설과 주거지가 함께 자리해 도심 동부 생활권과 연결된다."
중구,예관동,"예관동은 서울 중구 충무로와 을지로 일대에 위치한 소규모 법정동이다. 인쇄·출판 관련 업종과 상업시설이 분포하고, 충무로역과 을지로3가역 접근성이 좋아 도심 산업 기능과 생활상권이 함께 나타난다."
중구,예장동,"예장동은 서울 중구 남산 북쪽 자락에 위치한 법정동이다. 남산공원, 남산골한옥마을, 명동·충무로 생활권과 가까우며, 도심과 녹지가 맞닿은 입지로 관광·문화 자원과 주거 기능이 함께 나타난다."
중구,오장동,"오장동은 서울 중구 을지로4가와 동대문시장 사이에 위치한 법정동이다. 중부시장과 냉면 거리로 알려져 있으며, 식품·상업 관련 업종과 음식점이 밀집해 도심 전통상권의 성격이 뚜렷하다."
중구,입정동,"입정동은 서울 중구 을지로3가 일대에 자리한 법정동이다. 금속, 조명, 공구 등 소규모 제조·유통 업종이 분포하고 청계천과 가까우며, 을지로 특유의 도심 산업 경관과 상업 기능이 함께 남아 있다."
중구,장교동,"장교동은 서울 중구 청계천과 을지로입구역 인근에 위치한 법정동이다. 대형 업무빌딩과 상업시설, 음식점이 밀집해 있으며, 시청·명동·종로 업무지구와 가까워 직장인 중심의 유동이 활발한 도심 지역이다."
중구,주교동,주교동은 서울 중구 방산시장과 청계천 인근에 위치한 법정동이다. 인쇄·포장·상업 관련 업종이 분포하고 을지로4가역 접근성이 좋다. 전통시장과 도심 산업 기능이 결합된 지역적 특성이 강하다.
중구,주자동,"주자동은 서울 중구 충무로와 필동 사이에 위치한 소규모 법정동이다. 충무로역, 남산골한옥마을, 동국대학교 방면과 가까우며, 인쇄·영상 관련 업종과 도심 주거 기능이 함께 나타나는 생활권이다."
중구,중림동,"중림동은 서울 중구 서쪽 서울역과 충정로역 사이에 위치한 법정동이다. 약현성당, 손기정체육공원, 중림시장 등이 있으며, 도심 접근성과 주거 생활 기반이 함께 갖춰진 서부 생활권이다."
중구,황학동,"황학동은 서울 중구 청계천과 신당역 인근에 위치한 법정동이다. 황학동 주방거리와 중앙시장, 생활형 상권이 잘 알려져 있으며, 동대문·왕십리 방면 접근성이 좋아 상업과 주거가 공존하는 지역이다."
중구,흥인동,"흥인동은 서울 중구 신당역과 동대문역사문화공원역 사이에 위치한 법정동이다. 동대문 상권, 청계천, 신당동 생활권과 가까우며, 상업시설과 업무시설, 주거지가 혼재한 도심 동부의 소규모 지역이다."
중구,서소문동,"서소문동은 서울 중구 시청 서쪽에 위치한 법정동이다. 서울시청, 덕수궁, 서소문역사공원, 경찰청과 가까우며, 업무시설과 행정기관, 역사문화 공간이 함께 분포하는 도심 서부의 핵심 지역이다."
중구,남대문로1가,"남대문로1가는 서울 중구 남대문로와 시청 인근에 위치한 법정동이다. 을지로입구역, 서울광장, 주요 업무빌딩과 가까우며, 금융·상업 시설과 음식점이 밀집해 도심 업무지구의 성격이 강한 지역이다."
중구,광희동1가,"광희동1가는 서울 중구 동대문역사문화공원역과 광희문 인근에 위치한 법정동이다. 동대문 패션상권, 장충동, 을지로와 가까우며, 상업시설과 숙박시설, 주거 기능이 함께 나타나는 도심 동부 지역이다."
중구,남산동1가,"남산동1가는 서울 중구 명동 남쪽과 남산 북쪽 자락 사이에 위치한 법정동이다. 명동역, 남산공원, 케이블카 방면과 가까워 관광객 이동이 많고, 상업시설과 주거지가 함께 형성된 도심 관광 생활권이다."
중구,만리동1가,"만리동1가는 서울 중구 서울역 서쪽과 손기정체육공원 인근에 위치한 법정동이다. 서울역, 충정로역, 중림동 생활권과 가까우며, 주거지와 근린상권이 형성되어 도심 접근성이 좋은 서부 주거 지역이다."
중구,봉래동1가,"봉래동1가는 서울 중구 서울역과 남대문로 사이에 위치한 법정동이다. 서울역, 숭례문, 남대문시장과 가까우며, 철도 교통과 도심 상업 기능이 결합된 입지로 업무시설과 유동인구가 많은 지역이다."
중구,을지로1가,"을지로1가는 서울 중구 을지로입구역 일대에 위치한 법정동이다. 명동, 청계천, 시청 업무지구와 가까우며, 대형 오피스와 금융시설, 상업시설이 밀집한 서울 도심의 대표 업무·상업 지역이다."
중구,의주로1가,"의주로1가는 서울 중구 서소문과 서울역 사이에 위치한 법정동이다. 충정로역, 서울역, 경찰청 방면과 가까우며, 업무시설과 주거지, 학교가 인접해 도심 서부 생활권의 성격을 지닌다."
중구,인현동1가,"인현동1가는 서울 중구 충무로와 을지로 사이에 위치한 법정동이다. 충무로역, 을지로3가역과 가깝고 인쇄·영상·상업 관련 업종이 분포해 도심 산업 기능과 상업 기능이 함께 나타나는 지역이다."
중구,장충동1가,"장충동1가는 서울 중구 장충단공원과 동국대학교 인근에 위치한 법정동이다. 장충체육관, 신라호텔, 남산 동쪽 자락과 가까우며, 문화·체육시설과 주거·교육 기능이 함께 나타나는 지역이다."
중구,충무로1가,"충무로1가는 서울 중구 명동과 충무로 사이에 위치한 법정동이다. 명동역과 가까우며, 상업시설, 음식점, 업무시설이 밀집해 있다. 명동 관광상권과 충무로 문화·영상 관련 생활권이 맞닿은 지역이다."
중구,충정로1가,"충정로1가는 서울 중구 서쪽 충정로역 인근에 위치한 법정동이다. 서울역, 서소문, 중림동 생활권과 가까우며, 업무시설과 주거지가 함께 분포해 도심 서부의 교통 접근성이 좋은 지역이다."
중구,태평로1가,"태평로1가는 서울 중구 서울광장과 시청 일대에 위치한 법정동이다. 서울시청, 덕수궁, 주요 언론·업무시설이 가까워 행정과 업무 기능이 강하며, 광화문과 남대문로를 잇는 도심 핵심 지역이다."
중구,회현동1가,"회현동1가는 서울 중구 회현역과 남대문시장 인근에 위치한 법정동이다. 숭례문, 명동, 남산 방면과 가까워 관광과 상업 기능이 활발하며, 시장 상권과 도심 주거지가 함께 연결되는 지역이다."
중구,명동1가,"명동1가는 서울 중구 명동 중심 상권에 위치한 법정동이다. 명동성당, 을지로입구역, 주요 쇼핑거리와 가까우며, 화장품·패션 매장과 음식점, 호텔이 밀집해 국내외 관광객 방문이 많은 지역이다."
중구,저동1가,"저동1가는 서울 중구 명동과 을지로 사이에 위치한 법정동이다. 을지로3가역, 명동성당, 청계천 접근성이 좋고, 업무시설과 음식점, 상업시설이 분포해 명동 배후의 도심 생활권 성격을 지닌다."
중구,필동1가,"필동1가는 서울 중구 충무로역과 남산골한옥마을 인근에 위치한 법정동이다. 동국대학교, 남산, 충무로 영상·인쇄 관련 업종과 가까워 교육·문화 자원과 도심 상업 기능이 함께 나타난다."
중구,남대문로2가,"남대문로2가는 서울 중구 명동과 을지로입구역 인근에 위치한 법정동이다. 롯데백화점 본점, 명동 상권, 청계천과 가까우며, 대형 상업시설과 업무시설이 밀집한 도심 쇼핑·업무 지역이다."
중구,광희동2가,"광희동2가는 서울 중구 동대문역사문화공원역과 장충동 사이에 위치한 법정동이다. 동대문디자인플라자, 광희문, 장충체육관 방면과 가까우며, 상업·문화·주거 기능이 복합적으로 나타나는 지역이다."
중구,남산동2가,"남산동2가는 서울 중구 명동 남쪽과 남산 북쪽 자락에 위치한 법정동이다. 명동역과 남산공원, 관광시설 접근성이 좋고, 소규모 상업시설과 주거지가 함께 분포해 도심 관광지의 배후 성격을 지닌다."
중구,만리동2가,"만리동2가는 서울 중구 서울역 서쪽과 만리재로 일대에 위치한 법정동이다. 손기정체육공원, 중림동, 충정로역과 가까우며, 아파트와 근린상권이 형성되어 도심 접근성이 좋은 주거 생활권이다."
중구,봉래동2가,"봉래동2가는 서울 중구 서울역 일대에 위치한 법정동이다. 서울역 철도·지하철 교통망과 숭례문, 남대문시장 접근성이 뛰어나며, 업무시설과 상업시설, 유동인구가 많은 교통 중심 지역이다."
중구,을지로2가,"을지로2가는 서울 중구 을지로입구역과 을지로3가역 사이에 위치한 법정동이다. 명동, 청계천, 오피스 밀집 지역과 가까우며, 업무시설과 음식점, 상업시설이 발달한 도심 업무·상업 지역이다."
중구,의주로2가,"의주로2가는 서울 중구 충정로역과 서울역 사이에 위치한 법정동이다. 서소문, 중림동, 만리동 생활권과 연결되며, 업무시설과 주거지가 혼재해 도심 서부의 교통·생활 기반을 갖춘 지역이다."
중구,인현동2가,"인현동2가는 서울 중구 충무로와 을지로 사이에 위치한 법정동이다. 충무로역과 을지로3가역이 가깝고, 인쇄·영상·상업 관련 업종이 분포해 도심 산업과 생활상권이 함께 나타나는 지역이다."
중구,장충동2가,"장충동2가는 서울 중구 장충체육관과 동국대학교 인근에 위치한 법정동이다. 남산 동쪽 자락, 신라호텔, 장충단공원과 가까우며, 교육·문화·체육시설과 주거 기능이 함께 나타나는 지역이다."
중구,충무로2가,"충무로2가는 서울 중구 명동과 충무로 사이에 위치한 법정동이다. 명동역, 충무로역 접근성이 좋고 상업시설과 음식점, 업무시설이 밀집해 명동 관광상권과 충무로 생활권을 연결한다."
중구,태평로2가,"태평로2가는 서울 중구 시청과 숭례문 사이에 위치한 법정동이다. 서울광장, 덕수궁, 남대문로, 주요 업무시설과 가까우며, 행정·업무·관광 기능이 집중된 도심 중심부의 성격이 강하다."
중구,회현동2가,"회현동2가는 서울 중구 남산 북쪽과 회현역 인근에 위치한 법정동이다. 남대문시장, 명동, 남산공원 접근성이 좋으며, 시장 상권과 관광시설, 주거지가 함께 연결되는 도심 생활 지역이다."
중구,명동2가,"명동2가는 서울 중구 명동 중심부에 위치한 법정동이다. 명동역, 명동성당, 주요 쇼핑거리와 가까우며, 패션·화장품 매장, 음식점, 호텔 등이 밀집해 서울 대표 관광상권의 성격이 강하다."
중구,저동2가,"저동2가는 서울 중구 을지로3가역과 충무로역 사이에 위치한 법정동이다. 명동, 청계천, 충무로 생활권과 가까우며, 음식점과 업무시설, 인쇄·상업 관련 업종이 분포하는 도심 지역이다."
중구,필동2가,"필동2가는 서울 중구 충무로역과 동국대학교 인근에 위치한 법정동이다. 남산골한옥마을, 충무로 영상·인쇄 관련 업종, 남산 자락과 가까워 문화·교육·상업 기능이 함께 나타난다."
중구,남대문로3가,"남대문로3가는 서울 중구 을지로입구역과 회현역 사이에 위치한 법정동이다. 명동, 남대문시장, 금융·업무시설과 가까우며, 도심 상업과 업무 기능이 밀집한 남대문로 생활권에 속한다."
중구,남산동3가,"남산동3가는 서울 중구 남산 북쪽 자락과 명동역 인근에 위치한 법정동이다. 남산공원, 명동 상권, 충무로 방면 접근성이 좋고, 관광시설과 주거지, 소규모 상업시설이 함께 분포한다."
중구,을지로3가,"을지로3가는 서울 중구 을지로3가역 일대에 위치한 법정동이다. 인쇄·조명·공구 등 도심 산업 업종과 음식점이 밀집하고, 최근에는 노포와 카페가 공존하는 문화 상권으로도 인지도가 높다."
중구,충무로3가,"충무로3가는 서울 중구 충무로역 일대에 위치한 법정동이다. 영화·영상과 인쇄 관련 업종이 알려져 있으며, 명동과 필동, 을지로를 잇는 입지로 상업시설과 업무시설이 함께 분포한다."
중구,회현동3가,"회현동3가는 서울 중구 남산 북쪽과 회현역 인근에 위치한 법정동이다. 남대문시장, 명동, 남산공원과 가까워 관광·상업 접근성이 좋고, 도심 배후 주거지와 생활시설이 함께 형성되어 있다."
중구,필동3가,"필동3가는 서울 중구 동국대학교와 남산골한옥마을 인근에 위치한 법정동이다. 충무로역, 남산, 장충동 방면과 가까우며, 교육·문화시설과 도심 상업 기능을 함께 이용하기 좋은 지역이다."
중구,남대문로4가,"남대문로4가는 서울 중구 숭례문과 남대문시장 인근에 위치한 법정동이다. 회현역, 서울역, 시청 방면 접근성이 좋고, 전통시장과 업무시설, 관광 유동이 결합된 도심 상업 지역이다."
중구,을지로4가,"을지로4가는 서울 중구 을지로4가역과 방산시장 인근에 위치한 법정동이다. 인쇄·포장·조명 등 도심 산업 업종과 전통시장이 밀집해 있으며, 청계천과 동대문 상권을 잇는 입지다."
중구,충무로4가,충무로4가는 서울 중구 충무로역과 을지로4가역 사이에 위치한 법정동이다. 인쇄·영상·상업 관련 업종이 분포하고 명동·필동·을지로 생활권과 가까워 도심 업무와 생활 기능이 함께 나타난다.
중구,남대문로5가,"남대문로5가는 서울 중구 서울역과 숭례문 사이에 위치한 법정동이다. 서울역 교통망, 남대문시장, 업무시설과 가까우며, 도심 진입 관문 역할을 하는 상업·업무 중심 지역이다."
중구,을지로5가,"을지로5가는 서울 중구 을지로와 동대문시장 사이에 위치한 법정동이다. 을지로4가역, 동대문역사문화공원역, 방산시장과 가까우며, 인쇄·상업시설과 전통시장 기능이 함께 발달한 지역이다."
중구,충무로5가,"충무로5가는 서울 중구 충무로와 장충동 사이에 위치한 법정동이다. 충무로역, 동국대학교, 남산골한옥마을 접근성이 좋고, 인쇄·영상 관련 업종과 도심 주거 기능이 함께 나타난다."
중구,을지로6가,"을지로6가는 서울 중구 동대문역사문화공원역 일대에 위치한 법정동이다. 동대문디자인플라자와 패션상권, 을지로 상권이 가까우며, 상업·관광·문화 기능이 강한 도심 동부 지역이다."
중구,을지로7가,"을지로7가는 서울 중구 동대문역사문화공원역과 신당역 사이에 위치한 법정동이다. 동대문 패션상권, 청계천, 신당동 생활권과 가까우며, 상업시설과 숙박시설, 주거지가 함께 분포한다."
강남구,개포동,"개포동은 강남구 남부에 위치한 대표 주거 지역으로, 구룡산과 대모산, 양재천이 가까운 녹지 생활권이다. 개포동역과 대모산입구역 일대를 중심으로 아파트 단지와 학교, 근린상권이 형성되어 있으며, 재건축 주거단지가 늘며 주거 환경이 정비되고 있다."
강남구,논현동,"논현동은 강남구 서부에 위치한 상업·주거 혼합 지역이다. 논현역, 신논현역, 학동역과 가까우며 강남대로와 학동로 주변으로 음식점, 병원, 오피스텔, 가구·인테리어 상권이 분포한다. 강남역·신사동과 연결되는 유동인구 많은 생활권이다."
강남구,대치동,"대치동은 강남구 중남부에 위치한 교육·주거 중심 법정동이다. 대치역, 한티역, 학여울역 일대에 대형 아파트 단지와 학교, 학원가가 밀집해 있으며, 강남의 대표적인 사교육 상권으로 알려져 있다. 양재천과 테헤란로 접근성도 갖추고 있다."
강남구,도곡동,"도곡동은 강남구 남서부에 위치한 주거 중심 법정동으로, 도곡역과 매봉역, 양재천 생활권이 가깝다. 타워팰리스와 대형 아파트 단지, 학교, 근린상권이 분포하며, 강남 업무지구와 양재 방면을 잇는 교통 접근성이 좋은 지역이다."
강남구,삼성동,"삼성동은 강남구 동북부의 업무·상업 중심 법정동이다. 삼성역, 코엑스, 무역센터, 봉은사와 인접해 전시·컨벤션, 쇼핑, 관광, 업무 기능이 집중되어 있다. 테헤란로와 영동대로 주변 오피스가 밀집해 강남 대표 업무지구로 꼽힌다."
강남구,세곡동,"세곡동은 강남구 남동쪽 외곽에 위치한 주거 중심 법정동이다. 세곡천과 대모산·구룡산 녹지축이 가까워 자연환경이 비교적 풍부하고, 헌릉로와 밤고개로를 통해 수서·분당 방면 접근이 가능하다. 신축 주거단지와 근린시설이 조성된 생활권이다."
강남구,수서동,"수서동은 강남구 남동부에 위치한 교통 거점 법정동이다. 수서역을 중심으로 SRT와 지하철 3호선, 수인분당선을 이용할 수 있으며, 탄천과 수서IC, 광평로 접근성이 좋다. 아파트 단지, 업무시설, 공공시설이 함께 있는 생활권이다."
강남구,신사동,"신사동은 강남구 북서부 한강 남쪽에 위치한 상업·문화 법정동이다. 신사역과 가로수길, 도산대로 주변으로 패션 매장, 카페, 병원, 음식점이 밀집해 있다. 압구정·논현동과 인접해 유행 상권과 도심형 주거 기능이 함께 나타난다."
강남구,역삼동,"역삼동은 강남구 중앙부 테헤란로와 강남대로를 중심으로 발달한 업무·상업 법정동이다. 강남역, 역삼역, 선릉역 접근성이 뛰어나며, 오피스 빌딩, 스타트업, 학원, 병원, 음식점이 밀집해 직장인과 방문객 유동이 매우 많은 지역이다."
강남구,율현동,"율현동은 강남구 남동쪽 세곡 생활권에 속한 비교적 조용한 법정동이다. 헌릉로와 세곡동, 자곡동과 가까우며, 주변에 녹지와 주거단지, 근린시설이 형성되어 있다. 강남 도심보다는 수서·성남 방면과 연결되는 외곽 주거지 성격이 강하다."
강남구,일원동,"일원동은 강남구 남동부에 위치한 주거 중심 법정동으로, 대모산과 양재천, 탄천 생활권이 가깝다. 일원역과 대청역, 삼성서울병원 주변에 아파트 단지와 학교, 의료·복지시설이 분포해 녹지와 생활 편의성이 결합된 지역이다."
강남구,자곡동,"자곡동은 강남구 남동부 세곡지구와 수서 생활권 사이에 위치한 법정동이다. 밤고개로와 헌릉로 접근성이 좋고, 신축 아파트 단지와 학교, 근린공원, 생활상권이 조성되어 있다. 강남권 안에서도 비교적 차분한 주거 환경이 특징이다."
강남구,청담동,"청담동은 강남구 북동부 한강 남쪽에 위치한 고급 주거·상업 법정동이다. 청담명품거리, 압구정로데오, 도산대로 상권이 가깝고 패션·뷰티·외식 시설이 밀집해 있다. 한강과 봉은사로 접근성도 좋아 세련된 도시 이미지가 강하다."
강남구,압구정동,"압구정동은 강남구 북서부 한강변에 위치한 대표 주거·상업 법정동이다. 압구정역, 현대백화점, 압구정로데오거리, 한강공원이 가까우며 고급 아파트 단지와 의료·패션·외식 상권이 발달했다. 강남 북부의 상징성이 큰 지역이다."
강동구,길동,"길동은 서울 강동구 중앙부에 위치한 법정동으로, 길동역과 굽은다리역, 천호대로 접근성이 좋은 지역이다. 주거지와 근린상권, 음식점, 병원 등 생활 편의시설이 고르게 분포하며, 강동구 내 실생활 중심지 성격을 지닌다."
강동구,강일동,"강일동은 서울 강동구 동쪽 끝에 자리한 법정동으로, 한강과 하남시 경계에 인접한다. 강일역과 고덕강일 공공주택지구, 한강변 녹지축을 중심으로 대규모 주거단지와 학교, 생활시설이 조성된 신흥 주거 지역이다."
강동구,고덕동,"고덕동은 서울 강동구 동북부에 위치한 법정동으로, 고덕역과 상일동역 생활권을 함께 이용한다. 고덕산과 한강, 대규모 아파트 단지, 학교와 공원이 어우러져 있으며, 고덕비즈밸리와 가까워 주거·업무 기능이 함께 확대되고 있다."
강동구,둔촌동,"둔촌동은 서울 강동구 남서부에 위치한 법정동으로, 둔촌동역과 올림픽공원역 접근성이 좋다. 대규모 재건축 주거단지와 학교, 근린상권이 중심을 이루며, 올림픽공원과 일자산 녹지에 가까운 주거 생활권으로 알려져 있다."
강동구,명일동,"명일동은 서울 강동구 북동부에 자리한 법정동으로, 명일역과 굽은다리역, 고덕역 생활권과 연결된다. 아파트 단지와 학교, 학원가, 명일전통시장 등 생활 인프라가 잘 갖춰져 있으며, 안정적인 주거지 성격이 강한 지역이다."
강동구,상일동,"상일동은 서울 강동구 동부에 위치한 법정동으로, 상일동역과 고덕강일지구, 하남 방면과 가깝다. 대규모 공동주택과 고덕비즈밸리, 업무시설, 근린상권이 함께 조성되며 주거와 산업·업무 기능이 확장되는 지역이다."
강동구,성내동,"성내동은 서울 강동구 서남부에 위치한 법정동으로, 천호역과 강동구청역, 올림픽공원 생활권에 인접한다. 주택가와 아파트, 구청·업무시설, 음식점과 근린상권이 함께 분포해 행정·상업·주거 기능이 복합적으로 나타난다."
강동구,암사동,"암사동은 서울 강동구 북서부 한강변에 위치한 법정동이다. 암사역, 암사종합시장, 암사동 선사유적지, 한강공원과 가까우며, 주거지와 녹지, 역사 자원이 함께 형성되어 생활 편의와 여가 접근성이 좋은 지역이다."
강동구,천호동,"천호동은 서울 강동구 서부의 대표 상업·교통 중심 법정동이다. 천호역과 강동역, 천호대로 주변에 백화점, 영화관, 병원, 음식점, 전통시장과 상업시설이 밀집해 있으며, 유동인구가 많은 강동구 핵심 생활권이다."
강북구,번동,"번동은 서울 강북구 동부에 위치한 법정동으로, 수유역과 강북구청, 북서울꿈의숲 방면 생활권을 이용하기 쉽다. 아파트와 주택가, 학교, 근린상권이 분포하며, 행정·상업 기능과 녹지 접근성을 함께 갖춘 주거 중심 지역이다."
강북구,미아동,"미아동은 강북구 남부에 위치한 법정동으로, 미아사거리역과 미아역을 중심으로 교통과 상업 기능이 발달했다. 대형 상업시설, 병원, 학교, 아파트 단지가 함께 분포하며, 도봉로를 따라 형성된 강북권 주요 생활상권의 성격이 뚜렷하다."
강북구,수유동,"수유동은 강북구 서부와 중심부에 걸친 법정동으로, 수유역 일대의 상권과 북한산 방면 주거 생활권을 함께 포함한다. 강북구청, 음식점, 병원, 상점 등이 가까우며, 교통 접근성과 생활 편의성이 높은 강북구의 대표 중심지다."
강북구,우이동,"우이동은 강북구 북서부 북한산 자락에 위치한 법정동으로, 북한산우이역과 우이동계곡, 주요 등산로와 가깝다. 자연경관과 산림 여가 기능이 강하고, 주거지와 음식점, 휴식 공간이 함께 형성된 산지 인접 생활권이다."
강서구,가양동,"가양동은 강서구 북부 한강 남쪽에 위치한 법정동으로, 가양역과 양천향교역, 한강공원 일대가 가깝다. 대단지 아파트와 학교, 공원, 업무시설이 분포하며, 마곡지구와 연결되는 주거·업무 생활권 성격을 보인다."
강서구,개화동,"개화동은 강서구 서북단 한강과 김포공항 사이에 위치한 법정동이다. 개화역과 개화산, 강서한강공원 접근성이 좋고, 자연녹지와 교통시설, 일부 주거지가 함께 분포한다. 서울 서쪽 관문이자 공항 배후 지역의 성격이 강하다."
강서구,공항동,"공항동은 김포국제공항과 인접한 강서구 서부의 법정동이다. 공항시장역, 송정역, 공항대로 일대와 연결되며 항공·교통 관련 기능과 주거지, 상업시설이 함께 자리한다. 서울 서부 교통 관문의 대표 지역이다."
강서구,과해동,"과해동은 강서구 서쪽 김포공항 주변에 위치한 법정동으로, 공항 시설과 녹지, 도로 교통망의 영향을 크게 받는 지역이다. 주거 밀도는 낮은 편이며, 서울과 인천·김포를 잇는 서부 교통축의 배후 공간 성격을 지닌다."
강서구,등촌동,"등촌동은 강서구 동북부에 위치한 법정동으로, 등촌역과 증미역, 강서구청 방면 생활권을 이룬다. 아파트와 다세대주택, 학교, 업무·상업시설이 함께 분포하며 한강과 마곡지구 접근성이 좋은 주거 지역이다."
강서구,마곡동,"마곡동은 강서구 중심부에 조성된 대규모 업무·연구·주거 복합 지역이다. 마곡역, 마곡나루역, 서울식물원, 기업 연구시설과 상업시설이 밀집해 있으며, 강서구의 신흥 업무지구이자 대표 개발지로 알려져 있다."
강서구,방화동,"방화동은 강서구 서북부 김포공항과 개화산 인근에 위치한 법정동이다. 방화역, 개화산역, 공항대로 접근성이 좋고, 아파트 단지와 공원, 학교, 생활상권이 형성되어 있다. 공항 배후 주거지와 녹지 생활권이 결합된 지역이다."
강서구,염창동,"염창동은 강서구 북동쪽 한강변에 위치한 법정동이다. 염창역과 올림픽대로, 한강공원 접근성이 좋아 교통과 주거 여건이 우수하다. 아파트 단지와 학교, 생활상권이 밀집해 강서구의 안정적인 주거지로 평가된다."
강서구,오곡동,"오곡동은 강서구 서쪽 김포공항 남측과 부천 방면 경계에 가까운 법정동이다. 농지와 저층 주거지, 물류·교통 관련 공간이 혼재하며, 대규모 상업지보다는 외곽 생활권 성격이 강하다. 공항 주변 입지의 영향을 받는 지역이다."
강서구,오쇠동,"오쇠동은 강서구 서남쪽 끝에 위치한 법정동으로, 김포공항과 부천시 경계에 인접한다. 공항 시설과 도로망, 외곽 녹지의 영향을 받으며 주거 밀도는 높지 않다. 서울 서부 외곽의 교통·공항 배후 지역 성격을 지닌다."
